No.,COD DANE DEPTO,DEPARTAMENTO UBICACION DISTRITO,COD DANE MUNICIPIO,MUNICIPIO UBICACION DISTRITO,MUNICIPIOS INFLUENCIA DISTRITO,VEREDA O CORREGIMIENTO,NOMBRE DEL DISTRITO,NOMBRE ASOCIACIÓN DE USUARIOS,NÚMERO ID ASOCIACIÓN,ESCALA DISTRITO,TIPO DE DISTRITO,DISTRITO EN OPERACION (S_N),AREA BRUTA -HA,AREA NETA INICIAL (beneficiada con ADT) - HA,NUMERO FAMILIAS,PRINCIPALES CULTIVOS,CONDICIÓN  JURIDICA DISTRITO,PROPIEDAD,ESTADO DE LA PROPIEDAD,RECURSOS CONSTRUCCIÓN,ADMINISTRADOR,NOMBRE FUENTE HIDRICA,SUBZONA HIDRICA,CAR,CONCESION AGUAS (S_N),NÚMERO CONCESIÓN,CAUDAL CONCESIÓN - LPS,FECHA CONCESIÓN,VIGENCIA CONCESIÓN,LONGITUD,LATITUD,OBSERVACIONES,POLIGONO DE AREA
178,19,CAUCA,"19,397",LA VEGA,LA VEGA,GUAYABAL,GUAYABAL,ASOGUAYABAL,"1,321",Pequeña,Riego,NO,45,45,35,"Café, Plátano, Caña",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Majagual,Rio Guachicono,CRC,NO,,,,,76° 46.429' W,2° 3.536' N,,NO
179,19,CAUCA,"19,397",LA VEGA,LA VEGA,,LOS AMARILLOS,ASOAMARILLOS,"1,233",Pequeña,Riego,NO,20,20,28,"Café, Plátano, Caña",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Erizal,Rio Guachicono,CRC,NO,,,,,76° 50.858' W,2° 3.032' N,,NO
180,19,CAUCA,"19,397",LA VEGA,LA VEGA,,PLANES-TABLONCITO,ASO-PLANES Y TABLONCITO,256,Pequeña,Riego,NO,64,64,42,"Caña, Frijol, Arveja",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Higueras,Rio Guachicono,CRC,NO,,,,,76° 49.945' W,2° 7.738' N,,NO
181,19,CAUCA,"19,450",MERCADERES,MERCADERES,ARBOLEDA,MERCADERES,ASOMERCADERES,234,Pequeña,Riego,NO,350,350,115,"Maíz, Plátano, Tomate, Frijol, Maní, Limón, Mango, Maracuyá, Habichuela",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Hatoviejo,Rio Mayo,CRC,SI,,,,,77° 13.008' W,1° 40.870' N,,NO
182,19,CAUCA,"19,450",MERCADERES,MERCADERES,,PATANGUEJO,ASOPATANGUEJO,"1,234",Pequeña,Riego,SI,40,40,40,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Patia Alto,CRC,NO,,,,,77° 11.214' W,1° 47.461' N,,NO
183,19,CAUCA,"19,450",MERCADERES,MERCADERES,,ASOFAC,ASOFAC,"1,302",Pequeña,Riego,SI,22,22,21,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,,CRC,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
184,19,CAUCA,"19,455",MIRANDA,MIRANDA,CARAQUEÑO,CARAQUEÑO,ASOCARAQUEÑO,"1,235",Pequeña,Riego,SI,180,180,54,"Hortalizas, Frijol, Cítricos, Tomate, Lulo, Café, Pastos, Plátano, Frutales, Caña",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Caparrosal,Rio Palo,CRC,NO,,,,,76° 12.641' W,3° 12.822' N,,NO
185,19,CAUCA,"19,517",PÁEZ,PÁEZ,MORAS,MORAS,ASOMORAS,"1,236",Pequeña,Riego,SI,90,90,56,"Papa, Cebolla Junca, Trigo",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Agua Ceniza,Rio Paez,CRC,NO,,,,,75° 59.997' W,2° 45.479' N,,NO
186,19,CAUCA,"19,517",PÁEZ,PÁEZ,SAN ANTONIO,SAN ANTONIO,ASOSANANTONIO,242,Pequeña,Riego,SI,25,25,28,"Tomate de Árbol, Frijol, Caña",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Higuerones,Rio Paez,CRC,SI,,,,,76° 2.889' W,2° 40.161' N,Actualizacion D.T. 2013.,NO
187,19,CAUCA,"19,532",PATIA,PATIA,LAS TALLAS,SANJON HONDO,AZANTALL,"1,018",Pequeña,Riego,NO,100,100,76,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Patia Alto,CRC,NO,,,,,77° 12.476' W,2° 5.284' N,,NO
188,19,CAUCA,"19,532",PATÍA,PATÍA,PARCELACIÓN QUINTERO,HOYO DE LA MINA,HOYO DE LA MINA,253,Pequeña,Riego,SI,25,25,20,"Caña, Maíz, Maní, Cítricos, Cacao",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Sindagua,Rio Patia Alto,CRC,SI,,,,,77° 2.462' W,2° 10.762' N,,NO
189,19,CAUCA,"19,532",PATÍA,PATÍA,LA MANGUITA,LA MANGUITA,ASOLAMANGUITA,"1,237",Pequeña,Riego,SI,60,60,75,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Patia Alto,CRC,NO,,,,,77° 2.443' W,2° 7.962' N,,NO
190,19,CAUCA,"19,548",PIENDAMO,PIENDAMO,FARALLONES,FARALLONES,ASOFARALLONES,"1,322",Pequeña,Riego,SI,35,35,36,"Flores, Pimentón, Hortalizas, Café",Público,ADR,Legalizado,Públicos,ADR,Quebrada Farallones Según SC es Río,Rio Ovejas,CRC,NO,,,,,76° 31.513' W,2° 39.977' N,,SI
191,19,CAUCA,"19,548",PIENDAMO,PIENDAMO,LA ESPERANZA,LA ESPERANZA,ASOESPERANZA,"1,323",Pequeña,Riego,NO,63,63,36,Café,Público,ADR,Legalizado,Públicos,ADR,Río Machete,Rio Ovejas,CRC,NO,,,,,76° 33.373' W,2° 42.244' N,,NO
192,19,CAUCA,"19,548",PIENDAMO,PIENDAMO,LA MARÍA,LA MARÍA AMBIENTE FUENTE DE VIDA,FUENTE DE VIDA DEL RESGUARDO LA MARÍA,"1,238",Pequeña,Riego,SI,80,80,300,"Yuca, Frijol, Caña, Café, Plátano, Horticultura",Público,ADR,Legalizado,Públicos,ADR,Quebrada Los Quingos Según SC Ríos Bermejal y Los Quingos,Rio Ovejas,CRC,NO,,,,,76° 31.814' W,2° 39.758' N,,SI
193,19,CAUCA,"19,548",PIENDAMO,PIENDAMO,SANTA HELENA,SANTA HELENA,ASOSANTAHELENA,248,Pequeña,Riego,SI,63,63,45,"Tomate, Hortalizas, Frijol",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Santa Helena,Rio Piendamo,CRC,NO,,,,,76° 37.560' W,2° 41.488' N,,NO
194,19,CAUCA,"19,693",SAN SEBASTIÁN,SAN SEBASTIÁN,,EL ROSAL,ASOELROSAL,"1,239",Pequeña,Riego,SI,250,250,170,"Caña, Lulo, Mora",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Tablero,Rio Guachicono,CRC,NO,,,,,76° 47.858' W,1° 47.742' N,,NO
195,19,CAUCA,"19,698",SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,AGUA BLANCA,AGUA BLANCA,ASOAGUABLANCA,224,Pequeña,Riego,SI,80,80,56,"Tomate, Plátano, Frijol, Habichuela, Maíz, Café, Plátano, Pancoger, Caña",Público,ADR,Legalizado,Públicos,ADR,Quebrada Alonso Gómez,Rio Ovejas,CRC,SI,,,,,76° 29.771' W,2° 52.931' N,,SI
196,19,CAUCA,"19,698",SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,,CANOAS,ASOCANOAS,"1,240",Pequeña,Riego,SI,27,27,22,"Cítricos, Tomate, Frijol",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Páez,Rio Quinamayo y otros directos al Cauca,CRC,NO,,,,,76° 29.701' W,2° 58.198' N,,NO
197,19,CAUCA,"19,698",SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,DOMINGUILLO,DOMINGUILLO,ASODOMINGUILLO,230,Pequeña,Riego,SI,28,28,52,"Frijol, Tomate, Pimentón",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Gallinazo,Rio Quinamayo y otros directos al Cauca,CRC,SI,,,,,76° 35.025' W,2° 58.126' N,,NO
198,19,CAUCA,"19,743",SILVIA,SILVIA,,CABILDO DE GUAMBIA,CABILDO DE GUAMBIA,"1,241",Pequeña,Riego,NO,85,85,80,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Piendamo,CRC,NO,,,,,76° 19.388' W,2° 40.076' N,,NO
199,19,CAUCA,"19,743",SILVIA,SILVIA,CACIQUE,CACIQUE,MIDIRGOCAN,255,Pequeña,Riego,SI,30,30,138,"Cebolla, Ajo, Ullucos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Corrales,Rio Ovejas,CRC,NO,,,,,76° 23.061' W,2° 41.517' N,,NO
200,19,CAUCA,"19,743",SILVIA,SILVIA,CORRALES,CORRALES,ASOCORRALES,"1,242",Pequeña,Riego,SI,95,95,75,"Papa, Ajo, Cebolla",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Corrales,Rio Piendamo,CRC,NO,,,,,76° 18.519' W,2° 38.398' N,,NO
201,19,CAUCA,"19,743",SILVIA,SILVIA,"EL JARDÍN, LA ESTRELLA, ALTO GRANDE","EL JARDÍN, LA ESTRELLA, ALTO GRANDE",ASOPROJEAL,"1,243",Pequeña,Riego,NO,178,178,102,"Fresa, Mora, Especies Memores",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Piendamo,CRC,NO,,,,,76° 19.011' W,2° 36.470' N,,NO
202,19,CAUCA,"19,743",SILVIA,SILVIA,LA CAMPANA,LA CAMPANA,RESGUARDO DE WAMPIA,"1,244",Pequeña,Riego,SI,50,50,28,"Cebolla, Ajo, Papa, Habas, Piscicultura, Quinua, Hortalizas",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Tejares,Rio Piendamo,CRC,NO,,,,,76° 20.003' W,2° 38.271' N,,NO
203,19,CAUCA,"19,743",SILVIA,SILVIA,,LA CHORRERA GUAMBIA,LA CHORRERA GUAMBIA,"1,245",Pequeña,Riego,NO,85,85,30,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Piendamo,CRC,NO,,,,,76° 17.960' W,2° 37.218' N,,NO
204,19,CAUCA,"19,743",SILVIA,SILVIA,ESPERANZA,LA ESPERANZA PITAYO,ASOLAESPERANZA,969,Pequeña,Riego,SI,150,150,81,"Pastos, Papa, Hortalizas, Cebolla, Ganadería, Ajo, Maíz, Trigo",Público,ADR,Legalizado,Públicos,ADR,Quebrada Quintero Según SC Ríos El charco y Agua Tambor (donde nace el Río Palo),Rio Palo,CRC,NO,,,,,76° 17.943' W,2° 41.052' N,,SI
205,19,CAUCA,"19,743",SILVIA,SILVIA,NIMBE,NIMBE - CAMPANA,ASONIMBE - CAMPANA,"1,246",Pequeña,Riego,SI,50,50,50,"Cebolla, Ajo, Papa",Público,ADR,Legalizado,Públicos,ADR,Río Piendamo,Rio Piendamo,CRC,NO,,,,,76° 18.673' W,2° 37.894' N,,SI
206,19,CAUCA,"19,743",SILVIA,SILVIA,,PRIMERA FASE 36 VEREDAS,INTERRESGUARDO MULTICULTURAL,"1,247",Pequeña,Riego,NO,200,200,200,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Piendamo,CRC,NO,,,,,76° 21.861' W,2° 39.388' N,,NO
207,19,CAUCA,"19,743",SILVIA,SILVIA,,PUEBLITO,ASOPUEBLITO,"1,248",Pequeña,Riego,NO,25,25,160,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Piendamo,CRC,NO,,,,,76° 19.445' W,2° 37.526' N,,NO
208,19,CAUCA,"19,743",SILVIA,SILVIA,SAN FERNANDO,SAN FERNANDO,ASOSANFERNANDO,245,Pequeña,Riego,SI,30,30,40,"Ajo, Cebolla, Ullucos, Papa, Hortalizas, Maíz, Quinua, Piscicultura",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Michambe,Rio Ovejas,CRC,SI,,,,,76° 26.157' W,2° 40.650' N,,NO
209,19,CAUCA,"19,743",SILVIA,SILVIA,SAN GABRIEL,SAN GABRIEL,ASOSAN GABRIEL,257,Pequeña,Riego,SI,30,30,25,"Maíz, Pastos, Arveja, Ajo, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Chorrera Según SC Rincón y Las Letras,Rio Palace,CRC,NO,,,,,76° 25.024' W,2° 33.627' N,,NO
210,19,CAUCA,"19,743",SILVIA,SILVIA,,VALLENUEVO,ASOVALLENUEVO,"1,249",Pequeña,Riego,NO,20,20,20,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Ovejas,CRC,NO,,,,,76° 23.906' W,2° 38.727' N,,NO
211,19,CAUCA,"19,743",SILVIA,SILVIA,,WARANKAL - GUAMBIA,RESGUARDO DE GUAMBIA,"1,250",Pequeña,Riego,SI,65,65,400,"Uchuvas, Tomate de Árbol, Arveja",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Piendamo,CRC,NO,,,,,76° 20.563' W,2° 40.074' N,,NO
212,19,CAUCA,"19,760",SOTARÁ,SOTARÁ,LA ESPERANZA,LA ESPERANZA,ASOESPERANZA,244,Pequeña,Riego,SI,23,23,23,"Mora, Lulo, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Molino,Rio Patia Alto,CRC,SI,,,,,76° 35.998' W,2° 12.817' N,,NO
213,19,CAUCA,"19,760",SOTARÁ,SOTARÁ,LOMA ALTA,LOMA ALTA,ASOLOMALTA,233,Pequeña,Riego,SI,65,65,32,"Pastos, Tomate de Árbol, Lulo, Mora, Café, Tomate, Aguacate, Granadilla",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Las Piedras, Quebrada Paispamba",Rio Patia Alto,CRC,SI,,,,,76° 40.344' W,2° 16.634' N,,NO
214,19,CAUCA,"19,760",SOTARÁ,SOTARÁ,SAN ISIDRO,SAN ISIDRO,ASO-SAN ISIDRO,240,Pequeña,Riego,SI,40,40,40,"Mora, Lulo, Fresa",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Laguna,Rio Patia Alto,CRC,SI,,,,,76° 35.465' W,2° 14.257' N,Actualizacion D.T. 2013.,NO
215,19,CAUCA,"19,780",SUAREZ,SUAREZ,SANTA BÁRBARA,SANTA BÁRBARA,ASOSANTABARBARA,247,Pequeña,Riego,NO,37,37,27,"Maíz, Frijol, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Puente Tierra,Rio Salado y otros directos Cauca,CRC,NO,,,,,76° 45.883' W,2° 51.144' N,,NO
216,19,CAUCA,"19,785",SUCRE,SUCRE,COLORADOS,COLORADOS,ASOCOLORADOS,"1,125",Pequeña,Riego,SI,141,141,61,"Sábila, Pancoger, Pastos, Limón, Maíz, Fríjol, Café, Tomate, Frutales",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Guachicono,CRC,NO,,,,,76° 54.938' W,2° 3.109' N,,NO
217,19,CAUCA,"19,807",TIMBIO,TIMBIO,"SACHACOCO, LA AVANZADA, EL RETIRO, GUACAS, CINCO DÍAS, SAN PEDRITO, SAN PEDRO ALTO, SAN JOSÉ",TIMBIO,ASOTIMBIO,250,Pequeña,Riego,SI,300,300,228,"Hortalizas, Frutales, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Robles,Rio Patia Alto,CRC,SI,,,,,76° 45.352' W,2° 17.619' N,,NO
218,19,CAUCA,"19,824",TOTORO,TOTORO,BETANIA,BETANIA,ASOBETANIA,252,Pequeña,Riego,SI,57,57,57,"Aromáticas, Medicinales, Hortalizas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Las Trochas,Rio Palace,CRC,NO,,,,,76° 22.979' W,2° 32.570' N,,NO
219,19,CAUCA,"19,824",TOTORO,TOTORO,CHUSCALES,CHUSCALES,ASOCHUSCALES,228,Pequeña,Riego,SI,81,81,72,"Papa, Hortalizas, Cebolla, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Copialito Según SC Río Chuscal,Rio Palace,CRC,SI,,,,,76° 24.887' W,2° 30.909' N,,NO
220,19,CAUCA,"19,824",TOTORO,TOTORO,"GALLINAZO, EL COFRE",GALLINAZO - EL COFRE,ASOGALCO,231,Pequeña,Riego,SI,63,63,60,"Aromáticas, Medicinales, Hortalizas, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Gallinazo,Rio Palace,CRC,NO,,,,,76° 25.944' W,2° 32.101' N,,NO
221,19,CAUCA,"19,824",TOTORO,TOTORO,SAN ANTONIO,PANIQUITA,ASOPANIQUITA,236,Pequeña,Riego,SI,52,52,52,"Pastos, Frijol, Hortalizas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Salado,Rio Palace,CRC,SI,,,,,76° 28.516' W,2° 33.488' N,,NO
222,20,CESAR,"20,013",AGUSTIN CODAZZI,AGUSTIN CODAZZI,,AVEMARIA,ASOAVEMARIA,200,Pequeña,Riego,SI,130,130,57,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPOCESAR,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
223,20,CESAR,"20,045",BECERRIL,BECERRIL,,CARTAGENA LAS PIÑAS,ASOCARTAGENA,"1,251",Pequeña,Riego,NO,110,110,38,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Medio Cesar,CORPOCESAR,NO,,,,,73° 16.798' W,9° 42.110' N,,NO
224,20,CESAR,"20,045",BECERRIL,BECERRIL,"SOCOMBA, RÍO MARACAS",CERRO AZUL,ASOCERRO AZUL,204,Pequeña,Riego,SI,38,38,12,"Plátano, Yuca, Frutales, Maderables, Ganadería, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Socomba,Medio Cesar,CORPOCESAR,SI,,,,,73° 7.468' W,9° 42.713' N,,NO
225,20,CESAR,"20,175",CHIMICHAGUA,CHIMICHAGUA,VILLA LUCY,VILLA LUCY,ASOVILLALUCY,222,Pequeña,Riego,NO,35,35,15,"Plátano, Plátano, Yuca, Frutales, Patilla, Fríjol, Ganadería, Pancoger",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo Cesar,CORPOCESAR,SI,,,,,73° 45.043' W,9° 11.433' N,,NO
226,20,CESAR,"20,178",CHIRIGUANA,CHIRIGUANA,"RINCÓN HONDO, HATILLO DE LOS MOJICA",ANIME,ASOANIME,198,Pequeña,Riego,NO,45,45,16,"Pan Coger, Plátano, Yuca, Frutales, Maderables, Maíz, Patilla, Pasto, Ganadería, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo Cesar,CORPOCESAR,SI,,,,,73° 30.393' W,9° 24.671' N,,NO
227,20,CESAR,"20,178",CHIRIGUANA,CHIRIGUANA,"LOS MARTÍNEZ, PACHO PRIETO",PACHO PRIETO,ASOPACHO PRIETO,213,Pequeña,Riego,NO,62,62,25,"Pancoger, Plátano, Yuca, Frutales, Maderables, Cítricos, Cacao, Guayaba, Maíz, Guanábana, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo Cesar,CORPOCESAR,SI,,,,,73° 35.926' W,9° 16.767' N,,NO
228,20,CESAR,"20,013",CODAZZI,CODAZZI,LA IBERIA,LA IBERIA,ASO LA IBERIA,209,Pequeña,Riego,SI,70,70,43,"Pancoger, Plátano, Yuca, Frutales, Maderables, Palma de Aceite, Maíz, Cacao, Pasturas Mejoradas, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Arroyo Caney,  Quebrada Carey",Medio Cesar,CORPOCESAR,SI,,,,,73° 8.533' W,9° 57.206' N,,NO
229,20,CESAR,"20,228",CURUMANI,CURUMANI,ANAIME-LA VÍA,ANIME - LA VÍA CURUMANI,ASOVIA,221,Pequeña,Riego,NO,43,43,17,"Pan Coger, Plátano, Yuca, Cacao, Cítricos, Frutales ,Aguacates, Zapotes, Nísperos,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Anaime,Bajo Cesar,CORPOCESAR,NO,,,,,73° 35.853' W,9° 11.676' N,,NO
230,20,CESAR,"20,238",EL COPEY,EL COPEY,,RIO ARIGUANI,ASOARIGUANI,216,Pequeña,Riego,SI,70,70,67,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Ariguancito,Rio Ariguani,CORPOCESAR,NO,,,,,73° 52.139' W,10° 6.132' N,,NO
231,20,CESAR,"20,310",GONZALEZ,GONZALEZ,,ASPROSANI,ASPROSANI,"1,303",Pequeña,Riego,SI,41,41,39,,Privado,Asociación,Propio,AIS - DRE 2011,Asociación de Usuarios,,,CORPOCESAR,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
232,20,CESAR,"20,383",LA GLORIA,LA GLORIA,TORCOROMA,TORCOROMA,ASOTORCOROMA,218,Pequeña,Riego,SI,120,120,10,"Pancoger, Plátano, Yuca, Arroz, Frutales, Cacao, Maderables, Ganado",Público,ADR,Legalizado,Públicos,ADR,Caño San Marcos,Quebrada El Carmen y Otros Directos al Magdalena,CORPOCESAR,SI,,,,,73° 42.673' W,8° 30.872' N,,SI
233,20,CESAR,"20,400",LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,LA ESTRELLA,ESTRELLA,ASO LA ESTRELLA,207,Pequeña,Riego,SI,75,75,30,"Pancoger, Plátano, Yuca, Frutales, Maderables, Cacao, Maíz, Hortalizas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río San Antonio,Medio Cesar,CORPOCESAR,SI,,,,,73° 12.619' W,9° 35.208' N,,NO
234,20,CESAR,"20,400",LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,LA CONQUISTA,TRIANGULO,ASOTRIANGULO,219,Pequeña,Riego,SI,29,29,19,"Pancoger, Plátano, Yuca, Arroz, Frutales, Cacao, Maderables, Maíz, Aguacate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada las Ánimas,Medio Cesar,CORPOCESAR,NO,,,,,73° 14.921' W,9° 29.496' N,,NO
235,20,CESAR,"20,621",LA PAZ,LA PAZ,CORREGIMIENTO SAN JOSÉ DE ORIENTE,BETANIA,ASOBETANIA,201,Pequeña,Riego,SI,25,25,154,"Maíz, Cacao, Tomate, Hortalizas, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Reicito,Medio Cesar,CORPOCESAR,SI,,,,,73° 2.770' W,10° 20.528' N,,NO
236,20,CESAR,"20,621",LA PAZ,LA PAZ,,VARAS BLANCAS,VARAS BLANCAS,"1,324",Pequeña,Riego,NO,120,120,14,"Yuca, Papaya, Ahuyama",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Pereira,Medio Cesar,CORPOCESAR,NO,,,,,73° 7.903' W,10° 23.284' N,,NO
237,20,CESAR,"20,443",MANAURE,MANAURE,HONDO DEL RÍO Y CASA GRANDE,SABANAS DE LEÓN,ASOSABANAS,217,Pequeña,Riego,SI,70,70,64,"Pan Coger, Plátano, Yuca, Frutales, Cacao, Maderables, Aguacate, Cítricos, Hortalizas, Fríjol, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Manaure,Medio Cesar,CORPOCESAR,SI,,,,,73° 2.091' W,10° 24.341' N,,NO
238,20,CESAR,"20,787",TAMALAMEQUE,TAMALAMEQUE,"LA PALESTINA, ALIANZA CAMPESINA",BUENOS AIRES,ASOBUENOS AIRES,202,Pequeña,Riego,SI,72,72,29,"Pan Coger, Plátano, Yuca, Frutales, Maderables, Arroz, Palma",Público,Por definir,Sin transferir,Públicos,Asociación de Usuarios,Quebrada Floresta,Bajo Cesar,CORPOCESAR,SI,,,,,73° 47.854' W,8° 48.580' N,,NO
239,20,CESAR,"20,001",VALLEDUPAR,VALLEDUPAR,PONTÓN,PONTÓN,ASOPONTON,214,Pequeña,Riego,SI,15,15,28,"Pancoger, Plátano, Yuca, Frutales, Cacao, Maderables, Cañas, Hortalizas, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Pontón,Alto Cesar,CORPOCESAR,SI,,,,,73° 25.113' W,10° 38.542' N,,NO
240,20,CESAR,"20,001",VALLEDUPAR,VALLEDUPAR,PUEBLO BELLO,PUEBLO BELLO,ASOPUEBLO BELLO,215,Pequeña,Riego,NO,51,51,64,"Frutales, Hortalizas, Caña, Maíz, Frijol, Yuca, Cítricos, Flores",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Ariguaní,Medio Cesar,CORPOCESAR,SI,,,,,73° 30.188' W,10° 30.361' N,,NO
241,23,CÓRDOBA,"23,300",COTORRA,COTORRA,TREMENTINO,TREMENTINO,ASOTREMENTINO,289,Pequeña,Riego,NO,154,154,44,"Arroz, Maíz, Yuca, Pan Coger, Algodón, Plátano",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 46.135' W,9° 11.370' N,,NO
242,23,CÓRDOBA,"23,417",LORICA,LORICA,"LOS HIGALES, EL SALADO",EL SALADO,ASOSALAO,284,Pequeña,Riego,NO,80,80,120,"Plátano, Yuca, Maíz, Arroz, Maracuyá, Hortalizas, Plátano",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo Sinu,CVS,SI,,,,,75° 52.904' W,9° 14.253' N,,NO
243,23,CÓRDOBA,"23,417",LORICA,"LORICA, SAN BERNARDO DEL VIENTO",LA DOCTRINA,LA DOCTRINA,ASODOCTRINA,267,Mediana,Riego y Drenaje,SI,"7,000","2,462",289,"Arroz, Palma Africana, Pancoger y Papaya",Público,ADR,Legalizado,Públicos,ADR,Río Sinú,Bajo Sinu,CVS,SI,,,,,75° 53.791' W,9° 18.683' N,,SI
244,23,CÓRDOBA,"23,001",MONTERÍA,MONTERÍA,"TRES PIEDRAS, COSTA DE ORO",COSTA DE ORO,ASOCOSTADEORO,795,Pequeña,Riego,NO,525,525,105,"Arroz, Plátano, Yuca",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Medio Sinu,CVS,NO,,,,,75° 57.533' W,8° 35.044' N,,NO
245,23,CÓRDOBA,"23,001",MONTERÍA,MONTERÍA,"LA PLAYA, EL BARAL, EL PAÑOL",LAS PALOMAS,ASOPALOMAS,275,Pequeña,Riego,NO,150,150,28,"Piscicultura, Maíz",Público,ADR,Legalizado,Públicos,ADR,Río Sinú,Medio Sinu,CVS,SI,,,,,76° 0.497' W,8° 27.398' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja.",SI
246,23,CÓRDOBA,"23,001",MONTERÍA,"MONTERÍA, CERETÉ, SAN CARLOS, CIÉNAGA DE ORO, SAN PELAYO Y COTORRA",,MONTERÍA - MOCARÍ,ASORIEGOSINU (ASUMOCARI Antes),281,Gran,Riego y Drenaje,SI,"48,000","43,818","5,026","Arroz, Algodón, Maíz, Sorgo, Pastos, Ganadería",Público,ADR,Legalizado,Públicos,ADR,Río Sinú,Bajo Sinu,CVS,SI,,,,,75° 46.944' W,8° 52.052' N,,SI
